Date,Insect Repellent,Carrots,Cheese,Dustpan,Hair Gel,Toothbrush,Toothpaste,Pasta,Milk,Water,BBQ Sauce,Chicken,Orange,Trash Cans,Deodorant,Honey,Soap,Extension Cords,Potatoes,Mustard,Bath Towels,Paper Towels,Syrup,Tuna,Cereal,Onions,Rice,Banana,Air Freshener,Mop,Tissues,Mayonnaise,Chips,Tea,Eggs,Laundry Detergent,Yogurt,Spinach,Shampoo,Salmon,Razors,Pancake Mix,Olive Oil,Ironing Board,Hand Sanitizer,Dish Soap,Bread,Cleaning Spray,Sponges,Toilet Paper,Iron,Lawn Mower,Shaving Cream,Cleaning Rags,Garden Hose,Shrimp,Power Strips,Pickles,Tomatoes,Vinegar,Dishware,Ketchup,Broom,Peanut Butter,Trash Bags,Ice Cream,Beef,Shower Gel,Cereal Bars,Feminine Hygiene Products,Diapers,Canned Soup,Jam,Butter,Apple,Baby Wipes,Light Bulbs,Soda,Plant Fertilizer,Coffee,Vacuum Cleaner
2022-07-11,19,15,25,28,24,23,38,18,18,22,15,21,21,20,20,19,31,17,27,19,26,24,19,22,16,21,13,22,14,22,16,25,22,30,22,13,20,23,25,14,25,26,19,16,24,23,22,18,17,25,27,20,24,22,26,14,22,21,22,15,31,31,20,26,25,23,21,25,25,32,30,25,22,17,23,25,21,26,30,24,23
2022-07-12,19,32,17,24,27,29,33,24,29,17,22,24,21,16,21,19,24,23,25,26,25,22,23,14,22,20,22,23,22,21,21,29,16,31,24,17,22,22,21,19,24,22,23,16,31,29,24,21,19,23,28,16,24,23,29,24,23,23,25,23,10,23,23,26,23,21,12,22,26,24,26,18,17,21,14,20,18,25,24,23,23
2022-07-13,21,23,21,27,27,26,46,27,27,24,14,20,15,29,16,22,19,15,22,22,17,17,18,26,24,27,28,19,15,21,24,29,21,24,21,27,29,22,27,16,27,14,25,25,18,15,22,29,14,28,19,22,16,11,28,32,16,17,26,19,18,13,18,21,15,24,28,20,20,18,26,29,22,19,27,33,31,20,20,23,15
2022-07-14,30,30,26,21,25,35,41,18,20,21,25,15,24,19,21,23,22,20,31,29,25,16,22,18,24,39,24,26,21,24,21,25,22,33,15,25,18,25,23,20,18,32,20,20,25,24,22,29,22,18,21,31,15,20,17,22,15,13,20,27,24,17,17,19,20,23,19,27,10,18,24,19,25,16,23,20,24,17,20,22,21
2022-07-15,21,18,23,21,14,19,43,32,30,27,25,24,23,17,23,30,20,23,25,23,24,25,16,25,17,21,26,21,26,17,24,23,26,19,22,20,16,21,20,19,24,25,14,12,16,16,19,26,25,19,13,13,19,25,16,19,23,17,20,21,23,20,25,26,19,27,24,20,21,21,23,20,24,25,31,20,19,27,10,27,22
2022-07-16,17,19,23,19,26,29,45,27,24,19,21,26,29,24,18,21,24,29,22,25,33,21,16,28,25,18,23,15,28,16,24,22,27,26,22,19,22,25,20,32,18,20,27,23,19,21,23,19,31,27,29,33,24,21,27,27,23,12,34,29,24,24,26,29,24,29,18,25,26,19,27,24,18,12,20,22,23,22,26,17,16
2022-07-17,23,27,28,21,19,23,60,27,21,12,19,17,30,18,25,20,28,17,31,26,25,21,17,27,26,21,21,21,18,15,24,22,23,16,22,34,20,30,27,20,18,30,21,24,23,21,23,27,17,24,19,24,22,27,30,23,18,16,24,27,24,28,27,31,17,25,26,21,19,14,24,21,33,16,34,18,28,22,23,32,25
2022-07-18,23,21,24,28,24,27,58,28,28,25,26,29,16,14,25,18,22,27,26,13,20,34,23,25,19,18,27,23,21,22,22,29,19,26,30,24,26,23,19,27,19,27,25,23,28,25,16,26,18,19,19,19,17,16,20,15,24,25,22,20,25,23,17,26,29,25,23,23,15,26,23,19,26,33,24,24,21,27,19,33,25
2022-07-19,26,23,31,23,17,20,38,25,20,26,31,27,24,18,17,21,18,26,20,22,25,23,21,23,19,26,25,19,25,27,16,25,27,21,24,22,24,20,26,14,24,29,22,22,35,11,15,21,21,20,29,19,24,27,25,28,25,21,16,24,29,22,20,22,18,18,24,24,22,29,26,13,22,20,28,21,20,30,23,22,23
2022-07-20,20,19,22,20,18,20,52,27,25,21,18,25,17,16,21,22,19,16,12,28,23,20,22,25,20,27,15,14,18,16,32,20,22,27,30,26,19,20,27,17,25,25,26,21,32,24,27,16,25,19,24,19,22,19,16,15,25,22,19,21,19,29,23,24,17,26,18,21,32,29,20,13,27,20,26,22,19,14,30,28,24
2022-07-21,30,20,20,28,18,13,51,18,17,21,19,21,31,31,24,28,17,24,22,22,22,15,17,21,24,27,21,26,28,16,13,31,17,24,18,27,21,18,21,15,22,20,25,21,11,28,32,19,23,12,19,23,17,25,18,24,20,23,25,23,25,15,26,21,18,26,29,22,18,24,19,21,25,27,22,18,23,31,23,20,19
2022-07-22,27,27,17,21,24,20,48,23,27,24,17,29,22,38,23,19,19,15,24,28,29,17,20,22,32,26,25,26,20,24,15,31,24,23,29,30,22,29,21,31,21,21,20,29,20,25,25,26,20,20,15,23,26,17,23,24,19,27,19,16,31,22,17,21,26,33,29,28,22,30,28,14,21,31,24,27,21,26,23,22,17
2022-07-23,24,24,20,26,20,16,50,20,29,23,24,20,17,25,23,27,28,27,29,22,30,22,29,25,17,12,34,25,33,15,18,16,20,21,28,22,24,23,21,25,17,30,24,23,21,23,15,17,17,37,23,17,22,23,21,12,10,28,22,15,27,27,23,28,20,24,23,15,20,16,26,31,19,30,13,30,28,23,26,17,36
2022-07-24,17,23,25,18,27,24,45,19,22,22,22,26,23,29,23,19,22,17,13,22,21,27,20,19,30,32,17,14,18,23,27,15,23,25,27,29,16,19,23,27,24,24,21,23,19,21,24,18,22,33,23,18,23,24,16,19,29,31,33,20,26,24,31,22,23,31,15,24,24,25,28,26,22,27,15,16,28,23,23,17,24
2022-07-25,23,22,23,27,22,18,38,23,24,22,21,33,24,17,22,26,24,21,16,23,21,21,21,26,26,19,19,20,24,20,22,24,25,29,24,24,20,25,27,31,15,18,23,22,22,22,27,25,32,15,22,27,23,30,25,23,15,17,31,21,23,20,18,17,24,23,21,37,18,19,27,20,24,23,25,24,18,18,22,23,25
2022-07-26,26,27,24,14,19,25,59,23,28,24,22,24,23,20,17,24,26,36,26,29,23,14,27,24,35,30,29,27,25,19,21,30,23,19,21,19,26,14,24,28,21,29,25,22,24,14,21,14,21,27,24,29,16,31,27,20,25,26,24,27,18,20,19,28,24,16,15,19,32,27,17,19,21,24,22,24,20,25,22,24,27
2022-07-27,23,29,33,24,22,36,49,21,26,20,17,35,27,23,22,19,28,16,18,21,26,27,20,15,33,23,27,35,24,28,35,28,20,22,27,21,31,26,20,25,23,26,22,29,21,24,23,24,26,20,33,24,22,16,22,18,25,20,22,24,13,36,14,20,16,23,21,22,30,28,21,23,22,24,25,27,29,23,22,19,22
2022-07-28,23,22,22,17,22,27,52,21,20,20,26,17,18,20,21,32,14,17,21,17,23,27,16,28,26,24,20,24,22,20,24,24,24,22,17,24,21,23,28,21,19,20,22,19,25,14,25,24,29,16,31,16,17,19,16,21,26,22,23,19,21,25,21,28,29,19,21,27,27,29,20,24,20,22,28,24,25,31,13,21,30
2022-07-29,17,26,29,17,23,20,40,23,21,22,26,19,23,7,24,18,31,29,21,24,18,19,23,22,27,14,20,18,18,23,21,21,18,26,19,26,23,21,16,31,20,24,22,17,17,22,11,20,22,19,16,26,29,19,30,30,21,20,18,20,23,23,35,28,26,28,31,19,29,17,20,24,23,28,26,17,18,25,21,22,32
2022-07-30,16,25,26,21,20,25,50,21,25,21,17,23,25,16,31,20,28,28,24,20,22,26,33,22,30,21,20,18,15,29,28,27,25,29,19,28,27,25,22,18,19,28,17,20,22,23,27,23,24,19,22,26,23,17,23,26,35,17,29,23,22,23,25,21,27,18,21,22,19,29,26,20,29,23,27,26,28,25,32,22,22
2022-07-31,23,20,16,23,25,25,50,26,18,34,34,33,28,25,19,21,29,18,17,17,29,22,21,23,22,29,27,21,20,22,23,21,18,25,28,22,20,21,19,21,31,20,14,22,19,32,29,23,22,28,32,12,19,23,18,23,21,33,24,17,25,20,19,23,24,26,32,16,23,18,15,16,21,14,21,20,19,25,27,20,20
2022-08-01,23,28,25,26,22,35,50,25,29,28,29,25,21,29,23,24,25,27,27,20,22,22,36,23,25,21,34,29,25,26,23,28,20,27,25,20,21,17,24,23,22,23,29,26,29,29,17,16,24,17,30,24,25,26,28,32,18,18,19,25,22,23,20,23,26,23,25,22,23,29,20,27,26,31,16,36,22,35,26,24,16
2022-08-02,20,17,24,25,17,14,39,22,26,25,21,16,23,21,19,20,23,16,17,24,18,22,22,19,26,13,17,22,28,23,22,27,21,25,26,25,29,25,22,14,28,19,15,21,32,28,20,20,24,12,29,23,21,16,24,22,23,19,21,12,16,16,23,17,22,18,28,24,21,17,18,27,19,24,25,27,23,22,25,21,28
2022-08-03,19,36,23,28,23,25,42,23,26,21,29,19,17,27,23,25,14,24,31,15,20,18,25,20,29,11,23,14,31,22,16,20,26,27,24,15,21,18,24,31,25,26,27,22,15,17,27,31,29,18,22,27,26,27,26,31,19,27,28,28,22,25,28,20,24,33,27,24,32,36,33,21,21,21,22,25,21,36,20,26,21
2022-08-04,27,20,33,17,15,17,46,18,31,20,24,24,28,21,27,26,24,22,19,24,21,34,14,22,25,29,25,31,19,23,21,24,18,23,25,28,25,29,32,24,27,31,21,16,31,24,19,22,27,24,25,19,20,27,24,22,18,19,21,24,24,17,26,20,18,13,23,29,25,25,28,20,14,22,19,30,29,31,31,18,21
2022-08-05,22,22,17,19,28,26,42,17,20,24,27,29,32,29,20,30,20,17,20,29,31,26,23,29,17,18,16,15,14,22,17,21,25,36,23,19,23,21,19,21,26,29,22,16,18,25,17,23,26,20,27,26,20,23,19,18,18,24,22,27,21,20,17,22,26,28,25,20,25,20,25,22,17,20,28,19,30,28,27,27,22
2022-08-06,26,19,27,20,22,23,46,20,29,24,29,30,30,25,29,26,20,19,26,30,24,30,20,19,18,21,22,19,21,15,24,21,26,21,23,22,25,24,16,24,23,24,18,15,24,26,23,24,23,22,22,21,27,26,21,18,16,20,21,28,21,18,26,20,19,23,30,20,14,21,27,23,25,24,17,28,26,26,21,23,24
2022-08-07,24,25,20,19,24,23,47,21,20,28,23,20,28,26,14,31,28,19,18,26,20,32,14,19,31,15,33,16,17,18,19,11,14,24,26,16,13,30,32,25,22,26,25,17,19,25,23,26,20,33,28,18,18,19,18,19,20,21,18,28,12,15,15,37,25,22,27,28,16,30,20,22,26,18,21,26,16,19,17,16,23
2022-08-08,15,21,26,36,17,22,50,20,23,24,25,25,20,17,21,27,15,22,25,23,20,24,14,24,23,22,21,22,23,19,22,17,24,26,22,32,19,18,23,21,15,30,24,27,25,17,13,20,19,16,21,22,22,25,20,22,28,20,19,21,20,20,28,19,25,24,33,23,22,16,14,18,17,23,20,22,20,19,20,19,25
2022-08-09,25,17,22,17,16,20,38,24,27,26,25,28,30,31,22,30,22,25,18,18,37,28,26,19,20,21,14,35,23,19,27,30,18,27,24,26,26,32,28,25,18,18,17,16,30,22,22,20,30,16,22,19,25,22,18,26,18,27,13,20,22,19,21,28,20,17,21,20,22,26,23,26,27,17,22,23,28,26,29,21,34
2022-08-10,19,22,24,27,18,22,44,27,31,20,25,31,34,35,33,17,22,20,25,29,22,17,31,28,27,20,17,25,26,23,32,31,27,22,21,19,26,24,17,26,23,28,23,16,18,27,28,20,22,22,23,34,33,19,28,32,24,28,16,24,33,22,26,22,17,20,19,22,21,17,15,26,25,20,31,16,16,31,20,24,17
2022-08-11,23,20,20,19,30,16,40,29,24,19,19,24,16,21,26,24,24,26,22,15,21,26,25,14,25,17,22,21,15,26,28,22,19,34,18,15,34,21,20,13,19,22,23,15,19,22,21,27,11,24,15,23,15,29,23,16,19,24,18,19,17,23,15,29,20,10,21,29,21,21,24,16,15,27,21,30,22,14,25,30,27
2022-08-12,33,17,18,24,22,14,51,27,24,20,25,31,25,21,21,25,21,20,16,17,24,22,20,22,21,20,26,20,31,31,25,13,26,16,22,24,17,31,21,24,22,25,21,19,23,25,23,19,19,22,22,31,26,24,18,17,19,26,22,23,22,22,19,26,23,21,24,29,11,20,20,19,24,26,20,19,20,26,22,22,21
2022-08-13,21,17,13,23,33,17,50,24,17,22,20,20,25,17,28,17,25,32,11,20,15,29,22,25,13,20,20,12,24,21,29,22,14,26,30,15,20,23,14,24,19,14,20,26,21,24,16,21,22,27,26,18,19,25,13,21,19,27,19,22,20,23,16,27,24,23,25,24,25,18,21,26,26,16,28,23,13,24,22,22,20
2022-08-14,32,16,26,16,21,26,35,21,26,22,19,24,17,24,23,22,18,22,23,19,25,26,32,17,20,22,28,23,25,31,12,24,17,21,26,21,27,23,21,20,20,17,21,16,20,23,24,25,22,23,25,25,19,18,15,32,26,23,20,22,20,23,26,23,32,19,15,25,29,25,21,29,28,20,28,21,20,29,29,13,17
2022-08-15,16,22,21,22,24,17,56,22,30,15,23,17,29,26,23,31,24,16,21,29,18,21,31,21,22,29,20,21,19,27,14,23,22,22,25,27,24,22,24,28,30,23,23,17,24,20,25,22,24,29,18,30,21,17,22,25,22,25,18,19,23,23,32,28,20,26,32,18,26,20,19,22,31,13,21,23,25,20,20,17,24
2022-08-16,16,28,25,18,22,19,41,23,23,21,21,16,20,21,22,23,19,15,23,20,21,19,16,28,20,11,17,14,24,25,21,25,23,21,23,23,20,25,25,19,31,15,18,22,18,20,14,15,20,20,17,29,23,26,27,25,21,24,16,33,20,19,26,19,20,17,26,27,24,22,21,17,20,12,15,17,14,16,22,29,16
2022-08-17,23,14,28,23,24,23,47,22,20,19,27,20,25,18,18,24,21,26,25,23,26,21,18,18,20,16,22,22,23,19,17,13,25,22,12,22,14,23,23,23,30,17,19,37,18,20,14,29,21,29,14,22,22,24,25,25,20,20,21,19,25,25,21,16,30,28,23,23,18,15,17,25,19,14,28,10,18,24,33,21,23
2022-08-18,20,23,22,26,21,19,52,19,18,17,20,23,23,26,22,24,23,21,16,27,10,23,23,23,22,23,24,18,30,27,27,20,25,23,28,22,32,28,22,22,25,20,28,28,22,28,18,22,24,19,19,25,17,23,26,24,29,20,23,16,26,17,18,18,17,21,21,26,17,29,14,20,25,20,13,21,28,22,10,24,19
2022-08-19,30,27,25,22,24,26,54,18,21,28,22,21,28,25,23,21,29,24,21,18,28,17,26,25,28,19,22,12,25,18,32,26,22,21,24,24,29,21,19,24,21,22,25,19,26,20,22,24,24,22,14,18,21,25,21,22,30,20,26,23,28,21,20,21,22,25,24,19,25,22,20,19,19,18,32,22,28,22,28,22,36
2022-08-20,19,25,24,22,20,25,43,22,29,20,22,25,23,24,29,30,32,23,26,28,20,21,31,34,29,25,23,22,25,27,25,20,22,20,21,23,22,20,25,35,14,34,14,26,22,19,17,21,29,18,23,22,31,21,30,31,38,27,26,25,16,19,15,22,22,26,24,19,21,18,24,24,27,28,24,23,31,24,41,28,22
2022-08-21,23,17,24,24,19,24,56,20,19,19,19,19,18,24,28,25,29,20,22,24,25,21,27,18,19,25,25,22,16,24,21,19,28,16,30,22,10,16,26,20,27,19,19,32,33,21,19,24,21,24,24,21,24,27,21,27,20,19,23,32,22,31,27,25,23,27,25,26,19,20,20,20,24,31,19,35,35,12,22,20,35
2022-08-22,20,27,25,25,25,19,38,18,23,22,25,27,14,27,21,20,17,24,24,24,24,25,26,24,23,19,27,22,25,21,32,14,19,24,23,20,30,21,24,27,16,21,20,16,26,18,30,21,23,19,15,22,32,34,23,20,16,17,19,17,23,27,25,33,23,28,23,28,22,19,22,20,13,16,30,17,22,19,31,25,29
2022-08-23,18,27,22,35,21,25,48,21,27,28,27,19,26,37,27,31,28,29,22,24,22,22,28,19,21,25,19,17,30,31,22,25,23,19,27,26,27,22,22,29,23,18,22,18,26,26,25,23,32,21,16,20,20,23,25,18,27,21,26,22,28,28,26,20,20,21,19,23,24,28,25,26,26,20,27,23,19,25,25,29,18
2022-08-24,21,26,22,14,15,21,28,21,24,21,15,23,27,31,17,22,29,14,26,22,16,32,15,23,18,19,18,25,26,15,21,17,16,13,21,20,18,18,20,16,13,34,18,16,32,20,19,19,25,24,23,12,18,28,15,24,20,19,17,30,25,21,14,24,21,16,25,20,22,24,26,28,22,20,29,22,24,18,25,20,27
2022-08-25,30,20,24,27,19,19,39,20,23,20,21,26,34,27,21,17,24,24,21,21,22,21,30,30,23,25,20,23,27,19,21,29,21,30,16,17,20,12,26,25,27,23,19,20,27,27,18,29,17,20,28,29,22,25,26,29,26,26,23,26,22,33,19,33,18,25,28,19,23,26,22,13,22,14,31,28,13,15,20,21,17
2022-08-26,22,23,19,20,17,24,43,23,13,22,26,21,17,23,26,20,28,19,25,19,20,23,17,20,22,15,27,23,22,25,7,21,23,24,19,17,25,19,18,23,19,27,20,17,16,27,28,26,28,20,25,24,21,17,22,29,15,17,20,20,22,22,13,20,25,19,17,24,18,15,24,22,30,24,25,24,18,29,18,23,18
2022-08-27,26,19,19,23,24,18,45,27,26,19,19,14,21,25,21,21,28,17,20,26,26,20,14,17,21,27,23,23,30,22,25,27,20,22,23,26,26,34,32,24,25,16,15,30,27,24,21,19,31,19,26,24,16,21,24,23,22,15,15,20,23,26,19,28,23,22,28,15,16,24,20,13,17,26,20,15,21,22,31,17,20
2022-08-28,16,31,22,18,20,16,48,29,18,28,23,14,25,15,28,19,20,31,29,42,19,22,24,24,19,25,29,22,29,27,17,20,22,19,32,29,29,31,26,21,22,32,26,12,21,31,22,21,20,15,27,21,22,24,24,22,27,15,25,22,22,34,21,19,21,13,17,27,25,19,21,20,27,23,24,20,31,21,26,20,18
2022-08-29,16,29,27,22,21,23,39,24,34,16,20,23,23,14,29,20,18,19,22,25,26,18,20,22,28,15,22,19,26,28,22,25,23,24,21,27,30,22,24,19,15,22,24,27,19,21,23,23,22,23,23,25,23,20,27,27,27,16,24,16,18,21,27,22,20,23,15,25,30,29,23,22,21,11,22,23,16,30,15,16,24
2022-08-30,24,16,22,27,34,18,51,14,16,17,19,24,24,20,20,21,14,16,24,14,19,18,12,22,19,23,14,26,21,22,18,21,25,25,21,11,15,12,17,27,27,21,13,22,20,18,18,22,23,27,25,18,31,18,22,16,12,17,21,22,24,21,20,24,23,19,18,26,15,27,28,20,23,25,16,31,30,29,32,17,21
2022-08-31,20,27,17,23,28,28,47,22,28,25,33,28,24,26,22,25,28,23,27,22,16,22,26,22,27,21,29,22,15,29,23,20,21,22,31,29,22,27,21,27,21,24,23,24,31,19,26,28,21,21,19,20,26,15,30,27,25,31,29,18,30,15,23,23,20,33,24,25,13,20,29,30,17,23,35,31,32,14,29,24,28
2022-09-01,30,17,20,25,25,28,37,17,27,21,26,25,17,24,23,25,21,16,18,22,20,18,18,26,37,26,21,25,18,22,24,20,18,19,21,21,38,22,22,17,22,20,38,13,15,20,22,11,16,25,26,28,26,24,23,18,19,20,25,22,24,19,28,23,21,26,21,24,22,21,21,27,25,20,20,24,27,15,21,19,26
2022-09-02,19,20,22,19,21,20,41,34,25,20,23,16,22,20,29,27,23,19,14,30,28,22,29,19,24,20,23,21,18,19,23,16,20,23,18,33,18,18,27,16,24,18,22,20,28,24,18,25,14,21,23,25,22,22,22,26,19,34,21,26,20,21,24,30,16,13,27,25,23,24,29,26,17,27,21,21,22,23,25,16,20
2022-09-03,21,20,31,30,21,21,53,22,18,17,30,23,22,29,20,21,27,20,16,19,25,23,28,28,13,32,21,18,29,24,20,20,29,29,27,24,23,22,29,26,23,25,30,24,23,19,34,25,27,11,22,21,25,22,27,24,18,19,30,22,24,22,24,17,23,27,25,20,27,20,20,24,31,25,20,25,18,31,20,17,33
2022-09-04,23,32,23,26,22,19,41,17,24,29,19,19,26,18,15,19,27,25,24,12,16,23,17,18,30,19,22,33,19,12,18,19,22,28,23,27,26,21,13,14,32,17,24,30,21,29,32,19,33,36,21,18,29,27,24,24,27,27,21,21,23,23,23,25,22,27,28,33,29,25,18,20,19,20,19,19,23,24,27,17,23
2022-09-05,26,12,27,19,23,15,47,23,26,20,28,33,24,20,16,14,21,18,23,30,20,13,26,24,12,20,22,22,24,22,17,19,28,23,25,17,23,25,25,23,21,27,14,19,17,19,26,21,29,21,21,22,23,21,22,21,21,18,25,23,12,18,21,29,18,26,19,21,21,19,21,26,22,20,20,27,23,18,16,24,16
2022-09-06,25,23,19,27,24,23,52,25,23,25,30,25,16,35,21,25,24,23,16,20,22,23,31,22,15,20,12,22,20,22,22,20,29,27,21,28,24,27,27,25,22,32,23,32,28,25,21,28,27,19,14,23,26,27,24,16,26,20,20,19,27,17,26,19,36,23,24,22,19,22,19,22,23,21,25,15,22,29,24,21,17
2022-09-07,15,26,20,32,28,27,55,27,12,25,30,22,27,24,23,26,28,13,29,20,26,24,20,25,22,28,24,22,16,29,18,18,17,17,26,29,21,23,20,21,25,22,17,36,35,24,20,12,24,29,21,16,22,38,29,21,22,23,22,30,24,16,26,29,14,21,23,21,29,23,21,29,19,25,27,26,31,24,25,27,27
2022-09-08,26,27,21,29,24,26,63,20,20,22,15,18,27,21,21,26,30,31,21,24,18,22,19,26,27,28,21,29,23,20,17,18,19,28,22,24,26,25,25,19,23,20,21,23,23,24,17,23,17,25,31,23,23,20,27,14,24,29,27,22,28,26,24,20,25,28,13,22,30,23,22,13,21,23,22,27,27,25,22,24,33
2022-09-09,12,25,15,13,15,20,48,19,27,26,18,23,22,16,13,19,21,21,17,19,17,20,16,32,16,19,27,18,15,17,28,22,16,24,22,17,23,23,19,22,14,28,20,21,21,22,22,14,25,20,10,31,20,21,23,25,26,18,13,23,15,27,18,14,15,14,24,16,24,19,26,15,39,12,19,26,24,21,18,15,22
2022-09-10,17,20,25,27,33,22,34,25,21,29,29,26,27,18,22,18,21,25,23,23,19,23,18,30,35,25,22,15,22,25,29,18,22,27,31,27,21,22,29,22,26,24,24,15,24,22,27,17,25,22,16,19,29,30,24,17,27,23,33,25,41,20,27,26,25,25,20,26,24,28,12,23,31,15,22,28,28,26,24,20,23
2022-09-11,28,29,32,19,25,23,33,23,21,26,24,21,21,29,24,14,30,30,20,25,23,19,21,31,29,29,14,26,21,23,17,17,27,31,27,24,24,23,27,31,24,22,30,27,20,24,17,30,17,24,33,16,28,30,21,23,21,21,18,28,18,26,21,24,17,23,19,34,25,27,27,19,27,29,23,26,21,22,28,31,24
2022-09-12,29,19,17,19,19,24,36,25,23,24,39,15,30,21,24,19,28,24,20,21,21,31,26,22,27,30,28,27,21,19,19,29,27,19,19,21,21,23,19,29,22,27,30,25,29,27,22,17,11,20,21,22,26,19,24,23,18,21,15,17,25,30,26,29,20,23,32,17,23,18,18,15,29,28,21,33,17,16,15,24,26
2022-09-13,21,23,22,16,18,25,35,20,23,23,19,15,21,26,26,29,19,14,23,14,17,17,16,30,17,22,21,16,22,19,31,28,15,25,20,28,19,22,21,24,23,20,22,17,12,31,19,26,23,23,30,20,17,22,27,22,24,19,25,19,24,18,17,16,25,24,20,24,19,22,19,24,26,21,18,28,20,24,24,25,22
2022-09-14,13,14,14,26,27,25,39,23,15,25,12,12,21,17,20,23,20,16,17,31,22,31,27,23,21,23,15,21,17,17,18,22,21,15,19,23,16,23,21,19,15,15,21,21,12,26,19,19,20,22,14,30,23,24,20,20,20,26,12,28,10,14,18,18,21,24,29,22,24,10,15,24,16,28,16,24,23,21,22,30,23
2022-09-15,26,31,21,22,26,15,51,27,31,16,22,27,21,25,25,23,24,23,35,19,19,23,22,21,22,31,14,20,33,18,20,21,22,16,27,27,20,20,24,26,26,22,21,28,21,19,30,25,21,26,27,24,30,20,21,27,19,28,22,27,32,15,17,32,20,18,27,23,22,23,19,25,19,22,22,23,31,23,36,25,26
2022-09-16,28,23,20,19,18,33,53,28,18,22,27,20,23,18,24,35,15,17,22,22,19,29,33,26,25,22,29,22,31,22,25,26,24,23,16,24,29,26,29,20,21,24,27,19,23,29,21,21,19,19,23,29,19,27,17,17,16,24,22,24,33,19,18,25,22,26,14,22,25,24,28,27,19,22,24,24,28,21,22,30,23
2022-09-17,19,22,14,14,14,22,33,35,21,11,20,18,22,20,28,19,19,21,23,23,24,19,22,16,20,13,26,18,20,24,24,29,31,26,26,20,19,28,39,35,21,24,22,17,23,15,23,22,27,16,24,17,23,24,31,25,22,24,24,22,18,25,22,25,19,23,23,20,27,15,29,31,24,22,18,20,23,22,31,16,22
2022-09-18,16,22,14,28,17,25,34,20,18,16,20,17,16,22,20,14,19,25,23,30,24,10,20,12,21,28,20,18,22,18,22,22,26,13,25,22,14,18,22,22,18,24,20,30,17,23,26,25,22,25,18,24,13,28,16,22,23,21,23,18,31,19,20,18,19,27,21,16,26,23,23,19,27,33,24,17,15,16,18,23,23
2022-09-19,21,24,23,20,24,17,61,21,25,23,24,25,29,29,22,34,21,24,29,22,24,20,25,23,23,26,29,26,18,18,28,17,17,22,17,25,24,25,16,22,35,25,27,25,21,22,21,21,29,25,23,30,24,25,23,21,17,16,24,16,17,30,21,30,24,19,24,17,19,19,29,25,26,28,15,26,25,22,16,13,30
2022-09-20,22,24,25,22,25,25,43,21,29,23,23,31,27,23,33,21,30,21,28,30,17,31,22,34,27,32,20,26,22,18,23,29,22,24,26,24,18,25,25,23,25,23,30,33,20,23,19,24,22,16,25,18,21,25,21,28,24,22,19,30,22,21,22,24,26,26,27,24,24,20,21,19,28,19,25,29,17,26,12,21,18
2022-09-21,22,26,28,25,25,25,48,25,27,33,31,34,22,25,30,25,21,31,21,34,20,25,19,27,24,31,30,29,31,24,26,18,31,29,20,22,14,22,28,24,15,23,23,26,22,17,23,18,27,29,19,23,29,18,15,24,28,20,23,28,27,22,39,25,24,28,26,19,16,29,31,28,24,17,29,25,28,22,32,26,31
2022-09-22,17,22,24,20,26,24,37,21,26,20,23,22,22,20,29,24,20,18,29,28,17,19,30,30,20,24,18,28,18,16,22,23,25,24,32,25,23,26,30,39,29,25,22,30,19,31,30,20,21,19,24,19,20,28,21,24,24,14,22,12,23,22,20,15,26,26,24,26,15,20,18,19,17,23,22,27,24,20,30,26,30
2022-09-23,26,24,16,19,12,28,44,26,36,21,20,28,20,25,32,33,22,30,27,19,19,20,25,25,16,22,16,25,23,30,24,26,24,25,25,35,21,18,26,21,21,32,24,19,22,25,22,16,18,24,19,30,25,18,18,21,15,23,20,26,15,23,21,14,26,22,24,24,24,19,37,22,14,18,19,14,29,22,25,24,28
2022-09-24,20,22,27,16,18,28,38,19,24,23,22,27,22,27,20,21,29,15,16,30,33,16,19,25,26,20,23,35,25,23,22,22,27,19,25,22,29,29,23,30,24,26,28,22,29,29,13,18,27,25,24,23,13,26,31,21,32,29,28,25,29,31,25,17,21,24,25,21,30,26,21,19,30,22,24,21,26,16,30,17,14
2022-09-25,18,29,25,36,25,19,41,21,36,21,33,11,28,14,21,21,25,19,20,17,30,20,22,22,24,28,31,15,30,24,23,26,26,19,19,28,28,16,20,25,23,27,34,18,22,28,33,30,28,20,18,24,28,21,32,17,22,30,20,21,28,21,14,22,25,17,27,16,22,24,24,22,20,16,15,21,24,21,25,28,15
2022-09-26,26,20,32,19,19,25,39,25,21,22,27,19,21,19,23,21,28,18,15,24,22,22,32,25,22,20,36,28,17,21,23,22,23,14,19,20,17,21,24,26,22,20,24,24,32,26,12,24,24,20,22,21,22,16,22,21,28,28,20,20,18,24,24,32,17,13,21,24,24,21,23,19,23,26,29,15,22,19,18,22,20
2022-09-27,23,13,20,19,21,19,46,20,18,18,31,21,26,26,23,21,21,24,17,30,30,30,25,30,23,33,26,21,28,28,23,20,26,19,20,15,22,26,25,18,29,19,22,23,19,22,25,18,25,35,29,23,21,18,22,28,23,24,21,17,16,20,19,21,21,26,15,29,23,19,31,19,21,23,17,22,25,21,32,23,25
